srcid,destid,Day,Month,DayM_cumsum_seatcount,DayM_cumsum_searchcount
1,2,11,9,49.27419355,1864.193548
1,2,11,10,40,1195.645161
1,2,11,11,51.93548387,6122.5
1,2,11,12,56.29032258,2280.483871
1,2,12,1,27.58064516,1575.887097
1,2,12,2,35.16129032,1239.032258
1,2,12,3,85.80645161,2381.048387
1,2,12,4,57.41935484,1543.790323
1,2,12,5,85.08064516,2635
1,2,12,6,60.40322581,2206.612903
1,2,12,7,67.09677419,1676.693548
1,2,12,8,75.48387097,2580.403226
1,2,12,9,59.43548387,1941.693548
1,2,12,10,37.41935484,1357.5
1,2,12,11,44.27419355,4587.741935
1,2,12,12,50.64516129,2162.096774
1,2,13,1,27.01612903,1205
1,2,13,2,39.11290323,1052.822581
1,2,13,3,52.98387097,1730.080645
1,2,13,4,66.53225806,1927.258065
1,2,13,5,129.2741935,5254.354839
1,2,13,6,60.40322581,2432.66129
1,2,13,7,74.35483871,2082.5
1,2,13,8,83.79032258,2700.403226
1,2,13,9,62.90322581,2309.758065
1,2,13,10,80.88709677,2986.612903
1,2,13,11,75.16129032,5197.177419
1,2,13,12,77.41935484,2639.354839
1,2,14,1,44.91935484,1456.935484
1,2,14,2,31.0483871,954.1935484
1,2,14,3,61.61290323,1887.5
1,2,14,4,81.29032258,2804.354839
1,2,14,5,113.2258065,4423.548387
1,2,14,6,70.16129032,2402.419355
1,2,14,7,101.8548387,2644.354839
1,2,14,8,85.64516129,3223.306452
1,2,14,9,51.53225806,2443.145161
1,2,14,10,45.88709677,1907.258065
1,2,14,11,133.8709677,6572.016129
1,2,14,12,73.30645161,2454.435484
1,2,15,1,28.22580645,1386.451613
1,2,15,2,28.06451613,994.5967742
1,2,15,3,71.61290323,1888.629032
1,2,15,4,46.93548387,2250.16129
1,2,15,5,90.96774194,3938.387097
1,2,15,6,61.53225806,2267.903226
1,2,15,7,66.85483871,2663.709677
1,2,15,8,134.1129032,4724.596774
1,2,15,9,68.5483871,2715.806452
1,2,15,10,48.79032258,2095.403226
1,2,15,11,123.3870968,9832.983871
1,2,15,12,86.37096774,3712.096774
1,2,16,1,26.53225806,1211.048387
1,2,16,2,44.67741935,1101.854839
1,2,16,3,70.56451613,1785
1,2,16,4,73.5483871,2216.693548
1,2,16,5,75.72580645,3386.451613
1,2,16,6,75.96774194,2327.33871
1,2,16,7,72.33870968,2364.83871
1,2,16,8,83.87096774,3538.870968
1,2,16,9,61.4516129,2292.177419
1,2,16,10,39.67741935,1520.483871
1,2,16,11,120.8870968,9766.290323
1,2,16,12,68.30645161,3214.677419
1,2,17,1,29.83870968,1169.677419
1,2,17,2,40.80645161,1286.532258
1,2,17,3,82.98387097,2501.532258
1,2,17,4,61.77419355,1870
1,2,17,5,75.80645161,3225.645161
1,2,17,6,55.88709677,2311.290323
1,2,17,7,47.01612903,1874.83871
1,2,17,8,74.19354839,3253.548387
1,2,17,9,64.43548387,2874.516129
1,2,17,10,36.4516129,1413.467742
1,2,17,11,156.3709677,9871.129032
1,2,17,12,99.35483871,3438.387097
1,2,18,1,24.19354839,1078.064516
1,2,18,2,50.88709677,2077.822581
1,2,18,3,74.59677419,2058.306452
1,2,18,4,66.77419355,1866.370968
1,2,18,5,77.25806452,2854.032258
1,2,18,6,58.38709677,2383.951613
1,2,18,7,57.17741935,1710.564516
1,2,18,8,87.17741935,3923.145161
1,2,18,9,57.90322581,2836.370968
1,2,18,10,35.80645161,1212.419355
1,2,18,11,218.8709677,14669.67742
1,2,18,12,62.25806452,2182.903226
1,2,19,1,29.35483871,1226.532258
1,2,19,2,44.19354839,1777.177419
1,2,19,3,67.90322581,1837.258065
1,2,19,4,52.01612903,1536.693548
1,2,19,5,72.90322581,3048.548387
1,2,19,6,53.9516129,1863.225806
1,2,19,7,64.11290323,1867.822581
1,2,19,8,131.7741935,6310.483871
1,2,19,9,73.14516129,2885.080645
1,2,19,10,39.11290323,1505.967742
1,2,19,11,233.7903226,20726.45161
1,2,19,12,57.33870968,2297.822581
1,2,20,1,31.0483871,1564.516129
1,2,20,2,30,1559.758065
1,2,20,3,56.69354839,1518.467742
1,2,20,4,63.30645161,1773.467742
1,2,20,5,73.46774194,3126.532258
1,2,20,6,55.48387097,1876.774194
1,2,20,7,55.56451613,1844.193548
1,2,20,8,92.09677419,5610.564516
1,2,20,9,61.20967742,2501.935484
1,2,20,10,51.0483871,1835.322581
1,2,20,11,147.6612903,13567.17742
1,2,20,12,75.24193548,3308.145161
1,2,21,1,27.98387097,1308.064516
1,2,21,2,26.53225806,1056.774194
1,2,21,3,52.5,1390.806452
1,2,21,4,93.30645161,2602.419355
1,2,21,5,88.70967742,3180.887097
1,2,21,6,54.19354839,1798.548387
1,2,21,7,64.43548387,2397.5
1,2,21,8,64.91935484,3781.774194
1,2,21,9,50.88709677,2197.096774
1,2,21,10,42.09677419,1473.387097
1,2,21,11,103.0645161,9129.112903
1,2,21,12,82.17741935,4518.467742
1,2,22,1,22.25806452,1178.306452
1,2,22,2,25.88709677,879.0322581
1,2,22,3,64.03225806,1971.451613
1,2,22,4,87.98387097,2868.225806
1,2,22,5,75.80645161,2942.33871
1,2,22,6,57.98387097,1816.209677
1,2,22,7,51.20967742,1899.435484
1,2,22,8,51.4516129,2950.725806
1,2,22,9,64.35483871,2448.225806
1,2,22,10,52.90322581,1505.16129
1,2,22,11,82.90322581,6946.209677
1,2,22,12,110.0806452,4437.5
1,2,23,1,32.82258065,1338.387097
1,2,23,2,28.62903226,1070.080645
1,2,23,3,50.24193548,1693.306452
1,2,23,4,118.3064516,3112.016129
1,2,23,5,79.83870968,3018.951613
1,2,23,6,71.53225806,2260.322581
1,2,23,7,66.69354839,1982.741935
1,2,23,8,51.53225806,2423.225806
1,2,23,9,73.79032258,2288.951613
1,2,23,10,48.46774194,1336.129032
1,2,23,11,70.64516129,5140.403226
1,2,23,12,88.87096774,4303.467742
1,2,24,1,27.82258065,1125.080645
1,2,24,2,40.88709677,1175.403226
1,2,24,3,52.74193548,1596.612903
1,2,24,4,67.25806452,2821.129032
1,2,24,5,77.5,2841.451613
1,2,24,6,68.5483871,2011.129032
1,2,24,7,38.06451613,1445.806452
1,2,24,8,63.06451613,2416.209677
1,2,24,9,84.35483871,2641.370968
1,2,24,10,68.87096774,2626.612903
1,2,24,11,96.12903226,5676.048387
1,2,24,12,96.29032258,4162.983871
1,2,25,1,37.41935484,2096.370968
1,2,25,2,55.96774194,1581.290323
1,2,25,3,85.24193548,2714.193548
1,2,25,4,56.4516129,2234.112903
1,2,25,5,81.77419355,2812.66129
1,2,25,6,75,2076.451613
1,2,25,7,48.22580645,1612.580645
1,2,25,8,74.35483871,3169.677419
1,2,25,9,47.58064516,1517.66129
1,2,25,10,73.06451613,3722.5
1,2,25,11,100.2419355,5928.306452
1,2,25,12,113.2258065,5601.129032
1,2,26,1,35.48387097,1320.322581
1,2,26,2,39.43548387,1535.080645
1,2,26,3,94.75806452,2986.048387
1,2,26,4,74.75806452,2260.322581
1,2,26,5,82.41935484,3188.951613
1,2,26,6,52.41935484,1923.145161
1,2,26,7,54.11290323,1706.209677
1,2,26,8,64.67741935,2448.145161
1,2,26,9,43.38709677,1408.467742
1,2,26,10,49.03225806,2648.790323
1,2,26,11,81.53225806,5488.629032
1,2,26,12,90,4520.967742
1,2,27,1,44.11290323,1627.983871
1,2,27,2,33.30645161,1082.822581
1,2,27,3,65.08064516,2165.887097
1,2,27,4,77.74193548,2142.016129
1,2,27,5,73.9516129,2875.322581
1,2,27,6,61.12903226,1985.241935
1,2,27,7,48.30645161,1529.274194
1,2,27,8,68.62903226,2681.370968
1,2,27,9,46.12903226,1452.419355
1,2,27,10,64.27419355,2181.048387
1,2,27,11,96.77419355,4803.225806
1,2,27,12,87.98387097,4063.629032
1,2,28,1,87.09677419,3681.693548
1,2,28,2,29.11290323,1000.564516
1,2,28,3,81.20967742,1910
1,2,28,4,85.16129032,3043.064516
1,2,28,5,81.12903226,2880.564516
1,2,28,6,82.25806452,2265.806452
1,2,28,7,63.70967742,2197.5
1,2,28,8,57.41935484,2242.33871
1,2,28,9,39.59677419,1467.096774
1,2,28,10,61.12903226,1926.129032
1,2,28,11,71.37096774,4448.548387
1,2,28,12,89.59677419,3934.112903
1,2,29,1,44.27419355,2160.403226
1,2,29,2,54.03225806,1880.967742
1,2,29,3,66.77419355,1903.951613
1,2,29,4,69.35483871,2891.935484
1,2,29,5,85.72580645,2895.483871
1,2,29,6,72.66129032,2084.758065
1,2,29,7,50.96774194,1695.887097
1,2,29,8,52.66129032,2454.596774
1,2,29,9,57.33870968,2127.33871
1,2,29,10,61.4516129,2262.983871
1,2,29,11,66.20967742,4009.435484
1,2,29,12,84.83870968,4648.870968
1,2,30,1,34.67741935,1922.258065
1,2,30,3,81.93548387,2670.725806
1,2,30,4,82.98387097,3087.016129
1,2,30,5,82.66129032,3139.83871
1,2,30,6,103.3064516,3785.16129
1,2,30,7,72.17741935,1980.887097
1,2,30,8,65.56451613,2639.354839
1,2,30,9,47.90322581,1971.048387
1,2,30,10,57.33870968,2410
1,2,30,11,58.22580645,3899.274194
1,2,30,12,99.27419355,4485.483871
1,2,31,1,22.17741935,1452.096774
1,2,31,3,107.1774194,3596.854839
1,2,31,5,80.96774194,3328.145161
1,2,31,7,52.98387097,1635.887097
1,2,31,8,71.4516129,2699.758065
1,2,31,10,37.01612903,1974.435484
1,2,31,12,77.66129032,4487.5
2,1,1,1,36.77419355,1502.903226
2,1,1,2,28.38709677,1136.290323
2,1,1,3,68.9516129,1862.177419
2,1,1,4,69.83870968,1670.725806
2,1,1,5,69.67741935,3332.741935
2,1,1,6,74.43548387,1992.016129
2,1,1,7,70.72580645,1752.096774
2,1,1,8,49.03225806,1218.548387
2,1,1,9,63.22580645,1904.758065
2,1,1,10,57.09677419,1893.629032
2,1,1,11,55.56451613,6286.612903
2,1,1,12,70.32258065,2810.725806
2,1,2,1,36.93548387,1426.129032
2,1,2,2,39.75806452,1539.596774
2,1,2,3,70.16129032,1505.806452
2,1,2,4,70.08064516,1660.806452
2,1,2,5,74.35483871,2900.080645
2,1,2,6,89.11290323,2032.66129
2,1,2,7,62.98387097,1474.032258
2,1,2,8,50.80645161,1345.16129
2,1,2,9,53.5483871,1504.516129
2,1,2,10,62.90322581,1671.612903
2,1,2,11,157.9032258,10592.33871
2,1,2,12,64.59677419,2310.241935
2,1,3,1,37.90322581,1561.532258
2,1,3,2,28.38709677,1194.596774
2,1,3,3,78.5483871,2004.596774
2,1,3,4,59.91935484,1534.596774
2,1,3,5,82.5,2783.387097
2,1,3,6,76.4516129,2163.951613
2,1,3,7,53.46774194,1319.112903
2,1,3,8,51.53225806,1117.096774
2,1,3,9,71.12903226,1871.370968
2,1,3,10,49.83870968,1526.370968
2,1,3,11,168.4677419,10812.25806
2,1,3,12,76.77419355,2113.629032
2,1,4,1,43.14516129,1517.33871
2,1,4,2,32.90322581,1039.919355
2,1,4,3,67.41935484,1860.645161
2,1,4,4,55.32258065,1589.435484
2,1,4,5,84.03225806,2586.451613
2,1,4,6,77.90322581,1845.483871
2,1,4,7,58.87096774,1378.145161
2,1,4,8,68.79032258,1765.080645
2,1,4,9,65.24193548,2148.225806
2,1,4,10,47.41935484,1738.064516
2,1,4,11,167.7419355,9958.387097
2,1,4,12,71.61290323,2400.322581
2,1,5,1,44.43548387,2202.258065
2,1,5,2,27.82258065,819.3548387
2,1,5,3,67.09677419,1554.677419
2,1,5,4,75.72580645,2655.887097
2,1,5,5,107.7419355,2962.822581
2,1,5,6,72.33870968,1719.516129
2,1,5,7,68.87096774,1629.596774
2,1,5,8,68.46774194,1508.870968
2,1,5,9,77.66129032,2861.451613
2,1,5,10,49.03225806,1497.903226
2,1,5,11,119.9193548,7910
2,1,5,12,77.25806452,2712.741935
2,1,6,1,36.77419355,1471.532258
2,1,6,2,32.41935484,834.8387097
2,1,6,3,62.58064516,1651.774194
2,1,6,4,73.87096774,2324.516129
2,1,6,5,79.83870968,2534.354839
2,1,6,6,78.70967742,1755.403226
2,1,6,7,71.61290323,1434.919355
2,1,6,8,61.12903226,1285.645161
2,1,6,9,96.69354839,3831.693548
2,1,6,10,50.56451613,1482.016129
2,1,6,11,103.6290323,8967.580645
2,1,6,12,77.01612903,2713.709677
2,1,7,1,28.22580645,1052.903226
2,1,7,2,30.64516129,911.9354839
2,1,7,3,64.35483871,1874.516129
2,1,7,4,88.06451613,1709.354839
2,1,7,5,93.62903226,2564.032258
2,1,7,6,80.24193548,2161.451613
2,1,7,7,87.74193548,1919.435484
2,1,7,8,53.30645161,1402.258065
2,1,7,9,52.25806452,1797.741935
2,1,7,10,45.72580645,1395.887097
2,1,7,11,194.7580645,13880.56452
2,1,7,12,71.4516129,2298.387097
2,1,8,1,25.80645161,935
2,1,8,2,31.93548387,1078.467742
2,1,8,3,68.38709677,1815.322581
2,1,8,4,73.22580645,1797.903226
2,1,8,5,78.14516129,2886.854839
2,1,8,6,75.24193548,1881.290323
2,1,8,7,67.5,1570.725806
2,1,8,8,59.19354839,1538.951613
2,1,8,9,65.88709677,2136.129032
2,1,8,10,56.12903226,1378.870968
2,1,8,11,310.6451613,28529.43548
2,1,8,12,83.70967742,2544.112903
2,1,9,1,26.53225806,1047.177419
2,1,9,2,44.43548387,2228.870968
2,1,9,3,50.64516129,1426.209677
2,1,9,4,78.22580645,1554.193548
2,1,9,5,96.93548387,3669.032258
2,1,9,6,102.5806452,2398.064516
2,1,9,7,79.59677419,1652.096774
2,1,9,8,78.9516129,3025.645161
2,1,9,9,62.09677419,2051.693548
2,1,9,10,53.87096774,2021.209677
2,1,9,11,552.2580645,42828.06452
2,1,9,12,73.46774194,2552.822581
2,1,10,1,22.74193548,1340.806452
2,1,10,2,44.27419355,1808.145161
2,1,10,3,95.48387097,2078.145161
2,1,10,4,69.75806452,1963.629032
2,1,10,5,104.7580645,4429.112903
2,1,10,6,84.67741935,2244.435484
2,1,10,7,74.27419355,2000.483871
2,1,10,8,71.29032258,3215.564516
2,1,10,9,71.0483871,1809.758065
2,1,10,10,56.53225806,2811.129032
2,1,10,11,641.4516129,57028.70968
2,1,10,12,67.98387097,2230.645161
2,1,11,1,30.96774194,1415.16129
2,1,11,2,45.48387097,1318.467742
2,1,11,3,71.29032258,1720.725806
2,1,11,4,60.48387097,1703.225806
2,1,11,5,79.35483871,3332.822581
2,1,11,6,72.09677419,1723.870968
2,1,11,7,67.17741935,1815.967742
2,1,11,8,165.4032258,6391.290323
2,1,11,9,55.16129032,1724.435484
2,1,11,10,70.08064516,3679.112903
2,1,11,11,411.4516129,32896.45161
2,1,11,12,68.9516129,2372.983871
2,1,12,1,47.82258065,1947.33871
2,1,12,2,32.98387097,1139.032258
2,1,12,3,72.66129032,1460.806452
2,1,12,4,75.48387097,2569.435484
2,1,12,5,113.3870968,2811.048387
2,1,12,6,63.46774194,1602.741935
2,1,12,7,73.5483871,2189.274194
2,1,12,8,103.5483871,4280.806452
2,1,12,9,52.58064516,1860
2,1,12,10,45.64516129,1552.66129
2,1,12,11,54.11290323,6438.790323
2,1,12,12,75.16129032,2848.467742
2,1,13,1,30.80645161,1397.096774
2,1,13,2,36.20967742,1137.177419
2,1,13,3,60.64516129,1565.645161
2,1,13,4,78.22580645,2772.66129
2,1,13,5,83.14516129,2279.677419
2,1,13,6,65.64516129,1642.016129
2,1,13,7,72.58064516,1774.83871
2,1,13,8,76.93548387,3758.387097
2,1,13,9,79.03225806,4128.145161
2,1,13,10,42.90322581,2032.822581
2,1,13,11,147.983871,8983.306452
2,1,13,12,97.5,4064.516129
2,1,14,1,26.12903226,884.516129
2,1,14,2,32.5,1123.629032
2,1,14,3,63.5483871,1789.919355
2,1,14,4,88.46774194,2482.258065
2,1,14,5,77.25806452,1795.806452
2,1,14,6,74.91935484,2330.806452
2,1,14,7,67.74193548,1744.919355
2,1,14,8,138.4677419,10462.01613
2,1,14,9,74.03225806,2925.725806
2,1,14,10,45.48387097,1906.532258
2,1,14,11,127.983871,8177.741935
2,1,14,12,89.75806452,3731.209677
2,1,15,1,26.37096774,992.0967742
2,1,15,2,52.17741935,1861.854839
2,1,15,3,97.90322581,2879.596774
2,1,15,4,70.40322581,2600.080645
2,1,15,5,62.98387097,2193.790323
2,1,15,6,71.77419355,1907.016129
2,1,15,7,57.41935484,1296.370968
2,1,15,8,75.08064516,3704.677419
2,1,15,9,96.20967742,4447.580645
2,1,15,10,53.87096774,1704.919355
2,1,15,11,105.0806452,6541.532258
2,1,15,12,117.0967742,4886.532258
2,1,16,1,25.08064516,889.9193548
2,1,16,2,69.11290323,3132.016129
2,1,16,3,88.14516129,2303.467742
2,1,16,4,92.58064516,2832.258065
2,1,16,5,60.08064516,1832.096774
2,1,16,6,64.27419355,1674.032258
2,1,16,7,67.25806452,1319.274194
2,1,16,8,94.75806452,3810
2,1,16,9,93.5483871,2838.064516
2,1,16,10,39.19354839,1826.935484
2,1,16,11,82.98387097,5197.177419
2,1,16,12,89.59677419,4027.33871
2,1,17,1,22.82258065,964.3548387
2,1,17,2,41.61290323,2041.774194
2,1,17,3,85.96774194,2232.177419
2,1,17,4,73.38709677,2711.370968
2,1,17,5,69.75806452,2245.080645
2,1,17,6,64.67741935,1558.629032
2,1,17,7,55.40322581,1257.741935
2,1,17,8,81.69354839,3541.935484
2,1,17,9,58.9516129,1820.725806
2,1,17,10,48.62903226,1930.403226
2,1,17,11,81.77419355,4202.5
2,1,17,12,78.22580645,3171.693548
2,1,18,1,25.56451613,1121.935484
2,1,18,2,32.25806452,1124.193548
2,1,18,3,68.38709677,1906.935484
2,1,18,4,85.40322581,2846.693548
2,1,18,5,79.83870968,2261.209677
2,1,18,6,59.75806452,1461.451613
2,1,18,7,55.88709677,1296.048387
2,1,18,8,76.69354839,2979.193548
2,1,18,9,60.96774194,2135.725806
2,1,18,10,60.48387097,3382.096774
2,1,18,11,59.91935484,3873.870968
2,1,18,12,86.69354839,2811.532258
2,1,19,1,37.98387097,1486.370968
2,1,19,2,32.58064516,995.5645161
2,1,19,3,66.12903226,1449.83871
2,1,19,4,94.83870968,4188.629032
2,1,19,5,92.41935484,2615.080645
2,1,19,6,61.69354839,1577.580645
2,1,19,7,59.43548387,1604.354839
2,1,19,8,70.96774194,2599.516129
2,1,19,9,50.96774194,1659.274194
2,1,19,10,73.06451613,3499.677419
2,1,19,11,71.85483871,6081.209677
2,1,19,12,96.12903226,3820.16129
2,1,20,1,30.64516129,1276.693548
2,1,20,2,33.06451613,1131.290323
2,1,20,3,73.62903226,1695
2,1,20,4,99.19354839,3843.951613
2,1,20,5,83.14516129,2587.741935
2,1,20,6,64.35483871,1783.387097
2,1,20,7,51.12903226,1371.370968
2,1,20,8,70.16129032,2334.032258
2,1,20,9,51.69354839,1996.854839
2,1,20,10,109.5967742,5560.241935
2,1,20,11,48.38709677,3410.16129
2,1,20,12,116.9354839,7722.822581
2,1,21,1,48.06451613,1247.419355
2,1,21,2,30.32258065,1063.225806
2,1,21,3,70.32258065,2666.693548
2,1,21,4,119.1129032,3670.403226
2,1,21,5,90.96774194,1979.193548
2,1,21,6,77.90322581,2211.935484
2,1,21,7,74.67741935,1755.564516
2,1,21,8,61.93548387,1782.33871
2,1,21,9,49.35483871,1691.774194
2,1,21,10,64.03225806,5126.370968
2,1,21,11,59.03225806,2754.032258
2,1,21,12,138.7096774,6880.080645
2,1,22,1,22.82258065,964.5967742
2,1,22,2,40.48387097,1511.451613
2,1,22,3,90.72580645,4793.709677
2,1,22,4,66.53225806,2503.951613
2,1,22,5,87.90322581,2190.16129
2,1,22,6,77.58064516,1945.403226
2,1,22,7,56.29032258,1454.032258
2,1,22,8,52.33870968,1639.354839
2,1,22,9,61.12903226,1990.322581
2,1,22,10,83.14516129,5240.403226
2,1,22,11,58.30645161,3023.387097
2,1,22,12,164.2741935,9274.032258
2,1,23,1,30.64516129,1192.33871
2,1,23,2,58.14516129,2253.870968
2,1,23,3,75,3167.741935
2,1,23,4,78.87096774,2264.112903
2,1,23,5,79.91935484,1934.83871
2,1,23,6,87.58064516,2100.645161
2,1,23,7,66.77419355,1255.483871
2,1,23,8,63.30645161,2060.241935
2,1,23,9,57.58064516,1580
2,1,23,10,104.0322581,6677.903226
2,1,23,11,71.37096774,3123.951613
2,1,23,12,136.8548387,7427.419355
2,1,24,1,50.72580645,2430.16129
2,1,24,2,35.48387097,1441.129032
2,1,24,3,79.51612903,2309.516129
2,1,24,4,82.25806452,2828.387097
2,1,24,5,87.01612903,2635.806452
2,1,24,6,76.12903226,1960.080645
2,1,24,7,45.64516129,1215.241935
2,1,24,8,62.09677419,2099.919355
2,1,24,9,58.87096774,1465
2,1,24,10,89.51612903,9348.387097
2,1,24,11,90.48387097,4011.612903
2,1,24,12,114.5967742,6267.903226
2,1,25,1,105.3225806,6825.241935
2,1,25,2,38.62903226,1288.306452
2,1,25,3,83.70967742,2502.096774
2,1,25,4,82.90322581,2949.677419
2,1,25,5,83.22580645,2622.5
2,1,25,6,79.83870968,1838.709677
2,1,25,7,44.19354839,1206.451613
2,1,25,8,84.51612903,3402.741935
2,1,25,9,48.79032258,1265.645161
2,1,25,10,295.3225806,33591.85484
2,1,25,11,98.70967742,3747.903226
2,1,25,12,109.6774194,4601.129032
2,1,26,1,34.67741935,2154.193548
2,1,26,2,31.93548387,970.483871
2,1,26,3,86.12903226,2435.403226
2,1,26,4,90.40322581,4122.5
2,1,26,5,115.3225806,3242.258065
2,1,26,6,75.16129032,1785.806452
2,1,26,7,62.17741935,1792.33871
2,1,26,8,74.35483871,2767.983871
2,1,26,9,55.80645161,1874.112903
2,1,26,10,287.983871,24491.53226
2,1,26,11,76.29032258,3134.677419
2,1,26,12,74.67741935,3860.887097
2,1,27,1,28.30645161,1206.854839
2,1,27,2,28.06451613,947.1774194
2,1,27,3,81.12903226,2437.419355
2,1,27,4,104.9193548,3891.612903
2,1,27,5,101.6129032,2898.387097
2,1,27,6,86.29032258,2364.677419
2,1,27,7,49.11290323,1344.919355
2,1,27,8,63.5483871,2105.645161
2,1,27,9,83.30645161,3550.322581
2,1,27,10,129.0322581,12869.91935
2,1,27,11,69.11290323,2644.354839
2,1,27,12,84.27419355,4277.258065
2,1,28,1,43.79032258,1260
2,1,28,2,31.85483871,961.3709677
2,1,28,3,99.03225806,3031.532258
2,1,28,4,135.8870968,4743.790323
2,1,28,5,87.41935484,2640.080645
2,1,28,6,82.74193548,2681.612903
2,1,28,7,71.93548387,1658.629032
2,1,28,8,68.70967742,2342.177419
2,1,28,9,45.24193548,1784.274194
2,1,28,10,119.1935484,11945.48387
